Name,Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Carbon Storage (kg)
Corylus colurna,4,1.2,1,0.8,2.5,14.3
Pinus nigra,15,4.5,8,50.3,234.5,202.4
Pinus nigra,15,4.5,6,28.3,128.4,197.2
Pinus nigra,15,4.5,6,28.3,139.2,327.8
Pinus nigra,15,4.5,4,12.6,46.3,232.4
Pinus nigra,15,4.5,5,19.6,71.09999999999999,159.4
Pinus nigra,15,4.5,4,12.6,48.3,193.4
Pinus nigra,13,3.9,4,12.6,40.7,88.7
Pinus nigra,13,3.9,6,28.3,90.7,83.40000000000001
Pinus nigra,12,3.6,4,12.6,43.1,185.7
Pinus nigra,13,3.9,4,12.6,47.2,105.5
Pinus nigra,14,4.2,4,12.6,42.6,125.2
Pinus nigra,16,4.8,5,19.6,77.40000000000001,197.3
Pinus nigra,16,4.8,6,28.3,108.6,267.1
Pinus nigra,15,4.5,4,12.6,48.9,137.1
Pinus nigra,15,4.5,4,12.6,55.3,137.4
Pinus nigra,16,4.8,8,50.3,324.3,1277.2
Pinus nigra,16,4.8,6,28.3,141,268.6
Pinus nigra,16,4.8,4,12.6,41.2,77
Pinus nigra,14,4.2,6,28.3,134,340.3
Tilia x europaea,6,1.8,5,19.6,40.8,93
Abies alba,18,5.4,12,113.1,335,462.4
Abies alba,16,4.8,12,113.1,445.8,564.5
Abies alba,12,3.6,6,28.3,74.2,242.4
Abies alba,18,5.4,8,50.3,218.7,652.3
Abies alba,18,5.4,8,50.3,226.8,549.1
Abies alba,16,4.8,9,63.6,263.8,269.1
Abies alba,15,4.5,6,28.3,82.7,205.4
Abies alba,18,5.4,6,28.3,136.3,363.4
Abies alba,16,4.8,5,19.6,76.7,538.5
Carpinus betulus,10,3,6,28.3,98.09999999999999,102.9
Carpinus betulus,8,2.4,6,28.3,74,102.9
Carpinus betulus,12,3.6,6,28.3,107.6,102.9
Carpinus betulus,12,3.6,6,28.3,107.6,102.9
Carpinus betulus,12,3.6,7,38.5,174.3,244.5
Acer platanoides,9,2.7,7,38.5,120.8,176.1
Acer platanoides,13,3.9,8,50.3,233,473
Abies alba,8,2.4,4,12.6,31.3,178.5
Abies alba,9,2.7,5,19.6,48.3,109.9
Pyrus communis,6,1.8,2,3.1,4.9,37.4
Tilia cordata,7,2.1,5,19.6,39.5,33.2
Tilia cordata,8,2.4,4,12.6,25.4,68.2
Tilia cordata,6,1.8,5,19.6,47.2,68.2
Acer rubrum,4,1.2,6,28.3,37.1,24.9
Ulmus minor,10,3,11,95,314.6,840.8
Sophora japonica,13,3.9,10,78.5,165.7,268.8
Celtis australis,7,2.1,6,28.3,64.59999999999999,28.7
Sophora japonica,15,4.5,9,63.6,148.4,347.5
Celtis australis,5,1.5,6,28.3,46.9,33.8
Celtis australis,4,1.2,2,3.1,4,6
Celtis australis,7,2.1,7,38.5,86.5,33.8
Sophora japonica,16,4.8,10,78.5,181.8,347.5
Celtis australis,7,2.1,8,50.3,112.9,33.8
Celtis australis,7,2.1,8,50.3,134.6,42
Celtis australis,6,1.8,7,38.5,90.90000000000001,28.7
Celtis australis,6,1.8,4,12.6,20.7,12
Sophora japonica,16,4.8,15,176.7,373.6,943.6
Celtis australis,7,2.1,8,50.3,136.5,33.8
Celtis australis,7,2.1,8,50.3,108.4,39.2
Celtis australis,4,1.2,1,0.8,2.3,3.6
Sophora japonica,10,3,8,50.3,100.1,347.5
Sophora japonica,12,3.6,10,78.5,228.5,463.7
Sophora japonica,15,4.5,14,153.9,291.2,943.6
Celtis australis,6,1.8,6,28.3,60.1,33.8
Celtis australis,6,1.8,6,28.3,60.1,33.8
Celtis australis,6,1.8,6,28.3,66.8,42
Celtis australis,6,1.8,7,38.5,94,33.8
Sophora japonica,15,4.5,11,95,254.9,601
Celtis australis,4,1.2,1,0.8,2.3,3.6
Celtis australis,7,2.1,8,50.3,152.3,57.4
Celtis australis,8,2.4,10,78.5,263,57.4
Sophora japonica,10,3,10,78.5,187,347.5
Celtis australis,6,1.8,7,38.5,90.90000000000001,28.7
Sophora japonica,10,3,12,113.1,282.4,760.5
Celtis australis,4,1.2,1,0.8,2.2,3.6
Celtis australis,4,1.2,2,3.1,5.6,8.699999999999999
Celtis australis,8,2.4,8,50.3,141,33.8
Sophora japonica,9,2.7,10,78.5,224.4,601
Sophora japonica,12,3.6,10,78.5,215.4,463.7
Celtis australis,7,2.1,7,38.5,70.09999999999999,23.9
Celtis australis,12,3.6,10,78.5,216.6,39.2
Sophora japonica,12,3.6,13,132.7,256.2,601
Celtis australis,6,1.8,8,50.3,101.7,33.8
Sophora japonica,12,3.6,12,113.1,322,760.5
Celtis australis,8,2.4,6,28.3,54,23.9
Celtis australis,7,2.1,6,28.3,62.3,23.9
Celtis australis,7,2.1,6,28.3,62.3,23.9
Sophora japonica,12,3.6,8,50.3,141.4,601
Sophora japonica,14,4.2,13,132.7,292.3,943.6
Celtis australis,7,2.1,8,50.3,127.1,23.9
Sophora japonica,9,2.7,8,50.3,88.2,111.6
Celtis australis,8,2.4,9,63.6,180.4,28.7
Sophora japonica,12,3.6,12,113.1,341.6,1151.3
Celtis australis,7,2.1,7,38.5,95,39.2
Celtis australis,7,2.1,8,50.3,142.8,42
Celtis australis,7,2.1,7,38.5,95,39.2
Celtis australis,8,2.4,8,50.3,166.1,74.8
Celtis australis,6,1.8,6,28.3,72.8,64.09999999999999
Celtis australis,4,1.2,5,19.6,33.2,19.6
Celtis australis,8,2.4,8,50.3,113.6,42
Celtis australis,4,1.2,4,12.6,21.9,28.7
Celtis australis,3,0.9,1,0.8,1.9,6
Celtis australis,8,2.4,8,50.3,130.2,57.4
Celtis australis,6,1.8,5,19.6,33.1,28.7
Sophora japonica,10,3,13,132.7,322.1,463.7
Sophora japonica,10,3,10,78.5,211.3,347.5
Celtis australis,5,1.5,3,7.1,8.199999999999999,8.699999999999999
Sophora japonica,10,3,12,113.1,297.3,463.7
Sophora japonica,10,3,6,28.3,66.40000000000001,347.5
Celtis australis,4,1.2,1,0.8,2.5,3.6
Celtis australis,7,2.1,7,38.5,80.90000000000001,33.8
Sophora japonica,9,2.7,11,95,209.1,391.5
Celtis australis,6,1.8,8,50.3,130.5,57.4
Sophora japonica,9,2.7,13,132.7,335.1,601
Sophora japonica,12,3.6,13,132.7,313.6,601
Celtis australis,4,1.2,1,0.8,2.2,3.6
Celtis australis,7,2.1,9,63.6,179.6,57.4
Celtis australis,7,2.1,7,38.5,102.3,42
Celtis australis,8,2.4,8,50.3,112.8,28.7
Sophora japonica,14,4.2,13,132.7,353.2,943.6
Celtis australis,6,1.8,6,28.3,61.7,28.7
Sophora japonica,12,3.6,13,132.7,320.6,463.7
Celtis australis,7,2.1,6,28.3,60.9,28.7
Sophora japonica,15,4.5,8,50.3,176.4,943.6
Sophora japonica,9,2.7,10,78.5,225.6,943.6
Celtis australis,7,2.1,7,38.5,89.09999999999999,28.7
Quercus robur,5,1.5,2,3.1,4.8,27.3
Sophora japonica,10,3,11,95,261.9,463.7
Sophora japonica,13,3.9,12,113.1,333.6,943.6
Celtis australis,9,2.7,9,63.6,188.7,42
Celtis australis,8,2.4,8,50.3,141,33.8
Celtis australis,6,1.8,6,28.3,52.6,23.9
Celtis australis,8,2.4,8,50.3,157.3,57.4
Sophora japonica,12,3.6,9,63.6,154,463.7
Celtis australis,10,3,10,78.5,272.9,57.4
Celtis australis,8,2.4,8,50.3,113.6,42
Celtis australis,8,2.4,8,50.3,174.1,94
Celtis australis,10,3,10,78.5,263.1,64.09999999999999
Celtis australis,10,3,10,78.5,225.8,57.4
Sophora japonica,13,3.9,12,113.1,256.9,943.6
Celtis australis,10,3,10,78.5,255,74.8
Celtis australis,3,0.9,1,0.8,1.8,3.6
Celtis australis,8,2.4,8,50.3,157.3,57.4
Celtis australis,10,3,10,78.5,288.1,74.8
Sophora japonica,15,4.5,12,113.1,298,943.6
Celtis australis,8,2.4,7,38.5,98.3,28.7
Celtis australis,8,2.4,7,38.5,90,33.8
Sophora japonica,14,4.2,12,113.1,258.1,943.6
Celtis australis,8,2.4,10,78.5,246.6,42
Sophora japonica,12,3.6,12,113.1,293.5,601
Celtis australis,10,3,10,78.5,197,42
Celtis australis,10,3,10,78.5,197,42
Celtis australis,10,3,10,78.5,225.8,57.4
Sophora japonica,15,4.5,14,153.9,254.1,601
Celtis australis,10,3,10,78.5,272.9,57.4
Celtis australis,10,3,8,50.3,148.3,42
Sophora japonica,13,3.9,14,153.9,338,943.6
Celtis australis,10,3,10,78.5,197,42
Sophora japonica,7,2.1,10,78.5,180.5,172.8
Sophora japonica,12,3.6,10,78.5,219.2,347.5
Celtis australis,7,2.1,6,28.3,64.59999999999999,28.7
Tilia x europaea,18,5.4,8,50.3,332.8,2443.3
Tilia x europaea,12,3.6,8,50.3,210.9,2443.3
Tilia x europaea,8,2.4,6,28.3,78.09999999999999,142.9
Tilia x europaea,9,2.7,7,38.5,115.4,183.2
Tilia x europaea,13,3.9,8,50.3,283,2443.3
Tilia x europaea,15,4.5,8,50.3,250.6,1589.5
Tilia x europaea,12,3.6,8,50.3,174.4,685.5
Tilia x europaea,15,4.5,9,63.6,380.5,2443.3
Tilia x europaea,10,3,7,38.5,127.4,183.2
Tilia x europaea,5,1.5,3,7.1,12.8,35.7
Tilia x europaea,7,2.1,4,12.6,26.3,54.9
Tilia x europaea,18,5.4,8,50.3,322.8,1990.1
Tilia x europaea,15,4.5,8,50.3,310.6,2950.9
Tilia x europaea,7,2.1,4,12.6,24.8,54.9
Tilia x europaea,12,3.6,7,38.5,137.9,183.2
Tilia x europaea,7,2.1,4,12.6,24.8,54.9
Tilia x europaea,15,4.5,8,50.3,301.9,2443.3
Tilia x europaea,15,4.5,8,50.3,283.1,1589.5
Tilia x europaea,15,4.5,8,50.3,301.9,2443.3
Tilia x europaea,7,2.1,4,12.6,23.2,35.7
Tilia x europaea,15,4.5,10,78.5,455.6,3514.3
Tilia x europaea,15,4.5,8,50.3,232.5,2443.3
Tilia x europaea,10,3,8,50.3,189.4,476.6
Tilia x europaea,12,3.6,8,50.3,223.7,939.2
Tilia x europaea,15,4.5,8,50.3,318.8,3514.3
Tilia x europaea,12,3.6,8,50.3,273.9,2443.3
Tilia x europaea,12,3.6,8,50.3,210.9,2443.3
Tilia x europaea,7,2.1,4,12.6,20.2,54.9
Tilia x europaea,12,3.6,8,50.3,289.2,3514.3
Tilia x europaea,16,4.8,8,50.3,311.9,2443.3
Tilia x europaea,12,3.6,8,50.3,202.1,476.6
Tilia x europaea,12,3.6,7,38.5,146.7,1589.5
Tilia x europaea,12,3.6,8,50.3,273.9,2443.3
Tilia x europaea,16,4.8,8,50.3,240.2,2443.3
Tilia x europaea,10,3,7,38.5,166.2,2443.3
Tilia x europaea,15,4.5,8,50.3,301.9,2443.3
Tilia x europaea,16,4.8,10,78.5,516.2,4815
Tilia x europaea,12,3.6,8,50.3,210.9,2443.3
Tilia x europaea,12,3.6,8,50.3,273.9,2443.3
Tilia x europaea,12,3.6,8,50.3,197.8,1589.5
Tilia x europaea,10,3,8,50.3,209.7,939.2
Tilia x europaea,16,4.8,8,50.3,254.8,939.2
Tilia x europaea,5,1.5,4,12.6,23.3,54.9
Tilia x europaea,12,3.6,8,50.3,242.4,2443.3
Tilia x europaea,4,1.2,1,0.8,3.1,35.7
Tilia x europaea,10,3,10,78.5,390,3514.3
Tilia x europaea,4,1.2,1,0.8,2.7,21.1
Tilia x europaea,6,1.8,2,3.1,6.9,93
Tilia x europaea,15,4.5,9,63.6,380.5,2443.3
Tilia x europaea,7,2.1,3,7.1,16.9,93
Tilia x europaea,15,4.5,12,113.1,503.7,3514.3
Tilia x europaea,12,3.6,8,50.3,204.6,1990.1
Tilia x europaea,6,1.8,4,12.6,24.7,54.9
Tilia x europaea,12,3.6,8,50.3,258.2,2443.3
Tilia x europaea,15,4.5,10,78.5,483.4,3514.3
Tilia x europaea,17,5.1,7,38.5,177.5,939.2
Tilia x europaea,18,5.4,10,78.5,484,2443.3
Tilia x europaea,15,4.5,8,50.3,318.8,3514.3
Tilia x europaea,18,5.4,10,78.5,428.3,2443.3
Tilia x europaea,7,2.1,4,12.6,26.3,54.9
Tilia x europaea,12,3.6,9,63.6,329.5,3514.3
Tilia x europaea,15,4.5,9,63.6,397,4815
Tilia x europaea,15,4.5,9,63.6,295.3,1589.5
Tilia x europaea,7,2.1,6,28.3,61.9,93
Tilia x europaea,6,1.8,2,3.1,7.1,21.1
Tilia x europaea,7,2.1,4,12.6,28.4,93
Tilia x europaea,4,1.2,1,0.8,2.9,10.7
Tilia x europaea,12,3.6,8,50.3,242.4,2443.3
Tilia x europaea,10,3,6,28.3,84.90000000000001,476.6
Tilia x europaea,4,1.2,1,0.8,2.9,10.7
Tilia x europaea,7,2.1,5,19.6,43.1,142.9
Tilia x europaea,15,4.5,7,38.5,165.1,1589.5
Acer campestre,6,1.8,4,12.6,28.9,212
Acer campestre,5,1.5,3.5,9.6,18.1,120.8
Acer campestre,4.5,1.3,2.5,4.9,9.9,76.2
Acer campestre,4.5,1.3,2,3.1,6.9,50.8
Acer campestre,7,2.1,6,28.3,78.90000000000001,626.7
Acer campestre,6,1.8,6,28.3,73.40000000000001,349.5
Acer campestre,3.5,1,2,3.1,4.6,20
Acer campestre,3,0.9,2,3.1,5.5,19.5
Acer campestre,3,0.9,2,3.1,4.4,24.1
Acer campestre,6,1.8,4,12.6,26.5,124
Acer campestre,4.5,1.3,2.5,4.9,7.5,67.09999999999999
Acer campestre,7,2.1,6,28.3,72.2,356.4
Acer campestre,7,2.1,3,7.1,15.6,81.8
Acer campestre,5,1.5,3,7.1,14.1,97.7
Acer campestre,4.5,1.3,4.5,15.9,28,204.7
Acer campestre,3,0.9,2,3.1,5.5,19.5
Acer campestre,5.5,1.7,4,12.6,27.3,177.6
Acer campestre,6,1.8,4.5,15.9,36.5,285.8
Acer campestre,5.5,1.7,4.5,15.9,29.6,324.1
Acer campestre,5.5,1.7,5,19.6,47.6,282.8
Acer campestre,2.5,0.8,1.5,1.8,2.4,6.1
Acer campestre,2.5,0.8,1.5,1.8,2.4,8.6
Acer campestre,4.5,1.3,3,7.1,11.9,85.90000000000001
Acer campestre,6,1.8,6.5,33.2,76.7,472.2
Acer campestre,5,1.5,6,28.3,77.90000000000001,463.3
Acer campestre,3.5,1,3,7.1,10.2,73.7
Acer campestre,4,1.2,3.5,9.6,21,454.2
Tilia x europaea,15,4.5,8,50.3,292.8,1990.1
Tilia x europaea,14,4.2,8,50.3,274.1,1589.5
Aesculus hippocastanum,10,3,5,19.6,81.7,676
Populus nigra,25,7.5,8,50.3,319.5,1265.1
Acer campestre,8,2.4,8,50.3,128.3,297.5
Acer campestre,10,3,8,50.3,138.6,212.7
Acer campestre,7,2.1,6,28.3,69.2,127.1
Acer campestre,10,3,10,78.5,258.8,505.7
Acer campestre,10,3,7,38.5,119.2,179.8
Acer campestre,9,2.7,6,28.3,73.40000000000001,108.2
Acer campestre,8,2.4,9,63.6,198.3,221.3
Acer campestre,10,3,6,28.3,75,136.1
Acer campestre,6,1.8,6,28.3,68.09999999999999,150.4
Acer campestre,7,2.1,5,19.6,46.6,154
Acer campestre,8,2.4,6,28.3,71.3,117.6
Acer campestre,8,2.4,8,50.3,156.9,204.2
Acer campestre,8,2.4,8,50.3,152.2,363.1
Aesculus hippocastanum,9,2.7,7,38.5,168.8,670.6
Aesculus hippocastanum,8,2.4,7,38.5,139.4,861.1
Acer campestre,9,2.7,8,50.3,179.4,393.6
Aesculus hippocastanum,7,2.1,4,12.6,30.6,356.8
Aesculus hippocastanum,7,2.1,6,28.3,98,854.3
Acer campestre,9,2.7,8,50.3,145.3,225.8
Aesculus hippocastanum,12,3.6,8,50.3,313.9,2809.2
Acer campestre,6,1.8,4,12.6,25.2,89.7
Acer campestre,5,1.5,3,7.1,11.6,59.6
Aesculus hippocastanum,12,3.6,6,28.3,139.6,887
Acer campestre,8,2.4,6,28.3,74.8,157.5
Aesculus hippocastanum,11,3.3,6,28.3,106.3,681.4
Acer campestre,10,3,7,38.5,91.8,179.8
Aesculus hippocastanum,8,2.4,6,28.3,80.09999999999999,248.3
Acer campestre,7,2.1,3,7.1,12.7,114.7
Acer campestre,14,4.2,10,78.5,310.8,695.4
Aesculus hippocastanum,12,3.6,10,78.5,334.8,1119.1
Acer campestre,3,0.9,1,0.8,2.2,11.9
Aesculus hippocastanum,6,1.8,4,12.6,33.2,156.1
Acer campestre,4,1.2,3,7.1,10,16.2
Aesculus hippocastanum,8,2.4,4,12.6,42.2,360.5
Acer campestre,4,1.2,3,7.1,9.800000000000001,30.5
Aesculus hippocastanum,12,3.6,8,50.3,245.7,516.5
Acer campestre,4,1.2,1,0.8,2.6,6.7
Acer campestre,4,1.2,2,3.1,4.8,6.7
Acer campestre,3,0.9,1,0.8,2.1,6.3
Aesculus hippocastanum,7,2.1,4,12.6,32,494.1
Acer campestre,5,1.5,2,3.1,6.3,51.7
Aesculus hippocastanum,6,1.8,4,12.6,35.4,242.6
Acer campestre,3,0.9,2,3.1,4,6.3
Aesculus hippocastanum,12,3.6,8,50.3,234.7,1384.6
Acer campestre,3,0.9,3,7.1,9.800000000000001,15.4
Aesculus hippocastanum,7,2.1,3,7.1,18.7,72.40000000000001
Aesculus hippocastanum,14,4.2,8,50.3,233,1401.5
Aesculus hippocastanum,10,3,8,50.3,219.9,1367.2
Aesculus hippocastanum,12,3.6,8,50.3,217.5,516.5
Aesculus hippocastanum,10,3,8,50.3,265.7,1367.2
Aesculus hippocastanum,12,3.6,10,78.5,396.8,1384.6
Aesculus hippocastanum,12,3.6,8,50.3,251,1384.6
Aesculus hippocastanum,12,3.6,8,50.3,283.5,1384.6
Aesculus hippocastanum,14,4.2,10,78.5,474.4,2420.7
Aesculus hippocastanum,14,4.2,12,113.1,494.9,2420.7
Aesculus hippocastanum,12,3.6,12,113.1,514.3,2021.6
Aesculus hippocastanum,11,3.3,8,50.3,198.2,880.7
Platanus x hispanica,38,11.4,25,490.9,1835,7500
Populus nigra,13,3.9,11,95,353.1,596
Populus nigra,17,5.1,6,28.3,122.6,1246.8
Robinia pseudoacacia,7,2.1,6,28.3,68.3,409.9
Populus nigra,11,3.3,8,50.3,194.8,953.4
Populus nigra,17,5.1,7,38.5,168.2,835.6
Populus nigra,12,3.6,7,38.5,125.9,1805.1
Populus,18,5.4,6,28.3,127,5288.4
Populus,18,5.4,6,28.3,123.9,4447.5
Populus,18,5.4,8,50.3,317.3,7500
Populus nigra,60,18,4,12.6,116.2,59.8
Tilia cordata,4.5,1.3,3,7.1,11.3,45.5
Acer campestre,5,1.5,6,28.3,61,97.7
Parrotia persica,3,0.9,2,3.1,5.4,15.7
Parrotia persica,3,0.9,1,0.8,2.2,15.7
Parrotia persica,3.5,1,1,0.8,2.9,15.7
Parrotia persica,3.5,1,1,0.8,2.6,8.6
Parrotia persica,3.5,1,1,0.8,2.8,11.8
Parrotia persica,3.5,1,1,0.8,2.6,8.6
Parrotia persica,3.5,1,1,0.8,2.3,8.6
Parrotia persica,3.5,1,1,0.8,2.6,8.6
Tilia cordata,7,2.1,7,38.5,103.1,142.8
Parrotia persica,3.5,1,1,0.8,2.8,11.8
Parrotia persica,3.5,1,3,7.1,10.2,31.3
Parrotia persica,3.5,1,3,7.1,8.300000000000001,31.3
Parrotia persica,3.5,1,4.5,15.9,23.4,25.4
Parrotia persica,3,0.9,2.5,4.9,6.7,20.2
Parrotia persica,4,1.2,2.5,4.9,7.6,15.7
Parrotia persica,4,1.2,2.5,4.9,7.2,25.4
Parrotia persica,3.5,1,2.5,4.9,7.2,20.2
Parrotia persica,3.5,1,2.5,4.9,7.6,20.2
Parrotia persica,3,0.9,1,0.8,2.3,8.6
Parrotia persica,3,0.9,1,0.8,2.4,11.8
Parrotia persica,3,0.9,1,0.8,2.2,11.8
Fraxinus angustifolia,4.5,1.3,1.5,1.8,5,9.1
Parrotia persica,3.5,1,1,0.8,2.6,8.6
Parrotia persica,3.5,1,1,0.8,2.6,8.6
Fraxinus angustifolia,4.5,1.3,1.5,1.8,4.1,9.1
Parrotia persica,3.5,1,1,0.8,2.6,8.6
Parrotia persica,3.5,1,1,0.8,2.5,8.6
Parrotia persica,3.5,1,1,0.8,2,8.6
Parrotia persica,4,1.2,5,19.6,26.2,20.2
Parrotia persica,3.5,1,1,0.8,2.1,11.8
Parrotia persica,3.5,1,1,0.8,2.6,8.6
Parrotia persica,3.5,1,1,0.8,2.6,8.6
Parrotia persica,3.5,1,1,0.8,2.4,11.8
Parrotia persica,3.5,1,1,0.8,2.8,11.8
Acer negundo,6,1.8,6,28.3,56.8,100.1
Acer negundo,7,2.1,6,28.3,69,175
Acer negundo,6,1.8,6,28.3,47,72.40000000000001
Acer negundo,6,1.8,6,28.3,57.5,72.40000000000001
Acer negundo,10,3,12,113.1,387.5,285
Acer negundo,7,2.1,6,28.3,55.7,161.4
Acer negundo,5,1.5,4,12.6,21.7,48.1
Acer negundo,9,2.7,7,38.5,106.4,155
Acer negundo,10,3,11,95,293.8,364.5
Parrotia persica,3,0.9,1,0.8,1.7,8.6
Parrotia persica,3.5,1,2,3.1,5.2,11.8
Acer negundo,11,3.3,7,38.5,90.09999999999999,123.6
Acer negundo,10,3,7,38.5,114.2,132.8
Acer negundo,10,3,7,38.5,136.8,408.4
Acer negundo,3.5,1,2,3.1,5.2,12.8
Acer negundo,9,2.7,6,28.3,85.2,262.1
Acer negundo,8,2.4,5,19.6,38.2,67.90000000000001
Acer negundo,8,2.4,5,19.6,45,127.2
Acer negundo,9,2.7,6,28.3,84.3,244.9
Acer negundo,9,2.7,6,28.3,82.40000000000001,212.3
Parrotia persica,3.5,1,2,3.1,5.8,37.9
Parrotia persica,3.5,1,2,3.1,4.8,15.7
Acer negundo,10,3,8,50.3,187,408.4
Acer negundo,10,3,8,50.3,155.4,186
Acer negundo,10,3,8,50.3,199.4,612.7
Acer negundo,11,3.3,8,50.3,162.5,204.6
Acer negundo,10,3,6,28.3,71.7,99.40000000000001
Acer negundo,10,3,6,28.3,77.3,110
Acer negundo,10,3,6,28.3,74.8,89.5
Acer negundo,11,3.3,6,28.3,88.2,189.5
Parrotia persica,4,1.2,1,0.8,2.9,11.8
Acer negundo,10,3,7,38.5,123.6,216.4
Acer negundo,11,3.3,9,63.6,199.6,328.8
Acer negundo,11,3.3,8,50.3,150.9,289.9
Acer negundo,11,3.3,8,50.3,184.3,309
Acer negundo,11,3.3,8,50.3,163.1,309
Acer negundo,8,2.4,5,19.6,44,76.3
Acer negundo,12,3.6,8,50.3,199.5,421.3
Acer negundo,11,3.3,8,50.3,182.1,414.9
Tilia cordata,10,3,6,28.3,71.09999999999999,96.3
Tilia cordata,6,1.8,4,12.6,23.8,39
Tilia cordata,5,1.5,4,12.6,22.4,39
Tilia cordata,6,1.8,5,19.6,44.5,68.2
Tilia cordata,6,1.8,4,12.6,28.6,60
Tilia cordata,7,2.1,4,12.6,29.2,45.5
Acer negundo,10,3,8,50.3,202.3,671.2
Tilia cordata,6,1.8,4,12.6,25.3,60
Acer negundo,11,3.3,6,28.3,88.90000000000001,1021.9
Parrotia persica,3.5,1,2.5,4.9,6.7,20.2
Acer negundo,11,3.3,8,50.3,208.3,1442
Tilia cordata,8,2.4,4,12.6,31.7,52.4
Acer negundo,10,3,8,50.3,166.2,1009
Acer negundo,8,2.4,5,19.6,44.3,115.9
Acer negundo,4,1.2,4,12.6,17.9,29.4
Tilia cordata,6,1.8,4,12.6,26.2,33.2
Tilia cordata,6,1.8,4,12.6,28.6,60
Parrotia persica,3,0.9,2,3.1,5.1,11.8
Acer negundo,6,1.8,4,12.6,22.6,64.3
Acer negundo,10,3,8,50.3,195.9,797.1
Tilia cordata,6,1.8,4,12.6,27.5,45.5
Parrotia persica,3,0.9,2,3.1,4,11.8
Tilia cordata,6,1.8,4,12.6,22.7,45.5
Tilia cordata,6,1.8,4,12.6,25.9,45.5
Tilia cordata,8,2.4,6,28.3,76.8,52.4
Acer negundo,6,1.8,3,7.1,13,37.1
Tilia cordata,7,2.1,5,19.6,48.8,60
Parrotia persica,3,0.9,1,0.8,2,11.8
Tilia cordata,6,1.8,4,12.6,26.9,39
Acer negundo,10,3,8,50.3,157.9,303.9
Acer negundo,13,3.9,10,78.5,347.7,699.1
Tilia cordata,3,0.9,2,3.1,6.1,11.7
Parrotia persica,3,0.9,1,0.8,2.1,6
Parrotia persica,3,0.9,1.5,1.8,3,11.8
Parrotia persica,3,0.9,1.5,1.8,3.2,8.6
Parrotia persica,3,0.9,1,0.8,2.1,6
Parrotia persica,3,0.9,1,0.8,2.3,8.6
Parrotia persica,3,0.9,1,0.8,2.3,8.6
Parrotia persica,3,0.9,1,0.8,1.9,8.6
Parrotia persica,3,0.9,1,0.8,2.2,15.7
Parrotia persica,3,0.9,1,0.8,2.4,11.8
Parrotia persica,3,0.9,1,0.8,2,15.7
Platanus x acerifolia 'Bloodgood',20,6,12,113.1,538.8,2361.4
Platanus x acerifolia 'Bloodgood',22,6.6,12,113.1,557.1,2797.8
Platanus x acerifolia 'Bloodgood',24,7.2,10,78.5,506.3,2797.8
Platanus x acerifolia 'Bloodgood',24,7.2,14,153.9,441.9,5640.1
Platanus x acerifolia 'Bloodgood',20,6,10,78.5,373,1303
Platanus x acerifolia 'Bloodgood',18,5.4,8,50.3,230.3,793.5
Platanus,18,5.4,8,50.3,231.1,1303
Platanus x acerifolia 'Bloodgood',20,6,10,78.5,401.6,930.8
Platanus x acerifolia 'Bloodgood',25,7.5,12,113.1,511.4,3277.6
Platanus x acerifolia 'Bloodgood',12,3.6,5,19.6,56.1,95.09999999999999
Platanus x acerifolia 'Bloodgood',25,7.5,20,314.2,1159.4,7500
Platanus x acerifolia 'Bloodgood',24,7.2,10,78.5,398.9,3277.6
Platanus x acerifolia 'Bloodgood',20,6,10,78.5,421.3,1967.6
Platanus x acerifolia 'Bloodgood',20,6,10,78.5,447,1967.6
Platanus x acerifolia 'Bloodgood',26,7.8,20,314.2,1274.9,7500
Platanus x acerifolia 'Bloodgood',20,6,12,113.1,538.8,2361.4
Platanus x acerifolia 'Bloodgood',22,6.6,10,78.5,499.2,3277.6
Platanus,23,6.9,20,314.2,891.1,4982.8
Magnolia x soulangeana,4.5,1.3,1.5,1.8,3.4,5.9
Magnolia grandiflora,4.5,1.3,1.5,1.8,3.4,4.9
Platanus x acerifolia 'Bloodgood',20,6,6.5,33.2,218.6,2157.7
Acer pseudoplatanus,16,4.8,8,50.3,220.2,797.1
Davidia involucrata,8,2.4,6,28.3,50.2,87.7
Ulmus,18,5.4,14,153.9,426.4,3218.4
Ulmus,18,5.4,10,78.5,196.9,243.7
Platanus,20,6,12,113.1,538.8,2361.4
Platanus,20,6,12,113.1,507.8,2361.4
Platanus,10,3,8,50.3,183.6,426.4
Platanus,22,6.6,20,314.2,1148.6,7083.7
Platanus,22,6.6,18,254.5,915.2,6340.8
Platanus,4,1.2,2,3.1,4.3,6
Platanus,22,6.6,14,153.9,456.9,3801.5
Platanus,20,6,14,153.9,508,4369.9
Platanus,22,6.6,15,176.7,584.4,2361.4
Platanus,22,6.6,18,254.5,919.6,4369.9
Platanus,22,6.6,15,176.7,565.2,4369.9
Platanus,20,6,18,254.5,713.6,2797.8
Platanus,22,6.6,16,201.1,536.8,3277.6
Platanus,20,6,12,113.1,538.8,2361.4
Platanus,22,6.6,16,201.1,681.3,2797.8
Platanus,18,5.4,16,201.1,754.1,5640.1
Platanus,20,6,16,201.1,550.3,2361.4
Platanus,20,6,18,254.5,862.3,2797.8
Platanus,20,6,14,153.9,538.2,2797.8
Platanus,20,6,14,153.9,297.6,45.3
Platanus,4,1.2,3,7.1,11,31.3
